start_node,end_node,bikes per hour
366373003,1628403495,829.0
366373003,1497312735,829.0
366373003,366439908,829.0
366373003,5006654050,829.0
366373003,4202267655,829.0
366373003,366450290,829.0
366373003,5767341919,820.0
366373003,2084677921,829.0
366373003,5763293916,829.0
366373003,3758592340,829.0
366373003,5783301728,829.0
366373003,5806378066,829.0
366373003,366464950,829.0
366373003,1835411287,829.0
366373003,4068017784,829.0
366373003,3116773942,829.0
366373003,2353073491,820.0
366373003,2212446493,829.0
366373003,366460317,829.0
366373003,3167001368,829.0
366373003,5765007168,829.0
366373003,5738265715,829.0
366373003,3806810443,829.0
366373003,366456369,829.0
366373003,5748108677,820.0
366373003,5757541611,829.0
366373003,2408534557,829.0
366373003,2302073750,829.0
366373003,696627474,829.0
366373003,4875814765,829.0
366373003,411925910,829.0
366373003,5758130729,829.0
366373003,4535195806,829.0
366373003,1774952214,829.0
366373003,2156216413,829.0
366373003,4944096836,3484.0
366373003,411918853,829.0
366373003,4944096831,829.0
366373003,2081355030,829.0
366373003,366455474,820.0
366373003,4945643893,4914.0
366373003,6205235785,3477.0
366373003,5802888801,4695.0
366373003,5043145855,3408.0
366373003,2209479552,829.0
366373003,676548643,829.0
366373003,2325332286,829.0
366373003,4944096827,4142.0
366373003,1929546274,4019.0
366373003,676035155,829.0
366373003,3338165653,829.0
366373003,5467207473,820.0
366373003,2934599680,829.0
366373003,2915456724,829.0
366373003,1996654342,829.0
366373003,411919364,829.0
366373003,411926069,829.0
366373003,3152632052,829.0
366373003,5778421275,829.0
366373003,5467207443,829.0
366373003,411925950,829.0
366373003,4650010744,829.0
366373003,4597283194,829.0
366373003,1958801416,829.0
366373003,5797843854,829.0
366373003,2621185492,829.0
366373003,2034589362,829.0
366373003,5758130724,829.0
366373003,737199274,820.0
366373003,5773400692,829.0
366373003,411917952,829.0
366373003,4603175867,829.0
366373003,366398306,829.0
366373003,2036083088,829.0
366398306,3385404221,799.0
366398306,2353073491,3527.0
366398306,3116773942,799.0
366398306,4068017784,1146.0
366398306,1835411287,799.0
366398306,366464950,826.0
366398306,5806378066,417.0
366398306,5783301728,799.0
366398306,3758592340,2445.0
366398306,5763293916,3527.0
366398306,5767341919,3527.0
366398306,366450290,826.0
366398306,2077773901,3527.0
366398306,4202267655,289.0
366398306,5006654050,826.0
366398306,5716917501,3527.0
366398306,5762619761,3527.0
366398306,2021899492,3527.0
366398306,2212446493,826.0
366398306,2084677921,3951.0
366398306,5733301047,3527.0
366398306,2231246173,3527.0
366398306,366460317,826.0
366398306,2269043922,3527.0
366398306,2131959234,3951.0
366398306,1628403495,2109.0
366398306,2934006870,826.0
366398306,4594765218,3951.0
366398306,411925696,1269.0
366398306,366419728,3653.0
366398306,2269043923,3527.0
366398306,4068007613,1916.0
366398306,366439908,541.0
366398306,3887838914,1269.0
366398306,2233449865,3504.0
366398306,2159586691,3756.0
366398306,411923488,3951.0
366398306,2081881127,3951.0
366398306,4440176377,3527.0
366398306,1997154748,1269.0
366398306,5045757162,826.0
366398306,366449378,3527.0
366398306,1497312735,1844.0
366398306,1672907088,3653.0
366398306,3830454074,3951.0
366398306,411926498,3527.0
366398306,2211350099,3527.0
366398306,5765007168,2187.0
366398306,2034589362,3527.0
366398306,5797843854,289.0
366398306,366456369,826.0
366398306,5748108677,3192.0
366398306,5757541611,3951.0
366398306,2408534557,696.0
366398306,2302073750,826.0
366398306,696627474,696.0
366398306,4875814765,3951.0
366398306,411925910,3951.0
366398306,5758130729,1269.0
366398306,4535195806,826.0
366398306,1774952214,2445.0
366398306,2156216413,3258.0
366398306,411918853,3527.0
366398306,4944096831,2256.0
366398306,2081355030,3951.0
366398306,366455474,3527.0
366398306,5802888801,3756.0
366398306,4944096836,3242.0
366398306,3167001368,2792.0
366398306,411926201,3527.0
366398306,4613083209,1269.0
366398306,1226517290,3951.0
366398306,1540694692,417.0
366398306,366432328,3921.0
366398306,4646816752,1269.0
366398306,729523364,3527.0
366398306,3771416308,3951.0
366398306,5762711578,3951.0
366398306,3168120093,2445.0
366398306,5778300411,3951.0
366398306,3166179577,3527.0
366398306,2942889544,3527.0
366398306,2214122074,826.0
366398306,3242683103,3527.0
366398306,5307203576,2445.0
366398306,1769456883,2703.0
366398306,2262762755,3951.0
366398306,1793489511,842.0
366398306,4010973001,3527.0
366398306,366478800,2344.0
366398306,411919193,2792.0
366398306,411918558,2792.0
366398306,5763168797,2445.0
366398306,701738629,2703.0
366398306,5003306325,826.0
366398306,4945643893,4960.0
366398306,366403574,3527.0
366398306,3152632052,3951.0
366398306,3168357169,826.0
366398306,366457722,826.0
366398306,5742825828,829.0
366398306,2081880939,3653.0
366398306,2296695354,5638.0
366398306,2922948272,3527.0
366398306,366404948,826.0
366398306,411917829,3527.0
366398306,411918857,2792.0
366398306,5772101028,3504.0
366398306,5778688792,826.0
366398306,4945688766,1916.0
366398306,2211007482,4248.0
366398306,1769173927,3527.0
366398306,366437635,2445.0
366398306,6022345185,826.0
366398306,2034589357,3527.0
366398306,1497312775,2779.0
366398306,366373003,829.0
366398306,2072605232,2445.0
366398306,1997154284,826.0
366398306,366401737,3951.0
366398306,2022539301,2112.0
366398306,4068031141,799.0
366398306,5778360128,2445.0
366398306,1802527565,289.0
366398306,5057828620,1269.0
366398306,4275271701,289.0
366398306,411926624,3527.0
366398306,366406615,799.0
366398306,2209479552,826.0
366398306,5043145855,3586.0
366398306,6205235785,4736.0
366398306,3806810443,3951.0
366398306,676548643,3527.0
366398306,2325332286,1916.0
366398306,676035155,799.0
366398306,1958801416,799.0
366398306,737199274,3527.0
366398306,2621185492,3951.0
366398306,5758130724,1269.0
366398306,5773400692,3527.0
366398306,411917952,2703.0
366398306,4603175867,2445.0
366398306,2036083088,3527.0
366398306,4597283194,2445.0
366398306,411925950,3527.0
366398306,5467207443,3527.0
366398306,5778421275,3527.0
366398306,411926069,2445.0
366398306,411919364,3527.0
366398306,1996654342,3527.0
366398306,2915456724,1222.0
366398306,2934599680,2191.0
366398306,5467207473,3527.0
366398306,3338165653,289.0
366398306,4650010744,3951.0
366398306,5738265715,799.0
366398306,3178952974,3527.0
366398306,5764789632,3951.0
366398306,3700940984,2256.0
366398306,4597281310,3527.0
366398306,2030639570,1916.0
366398306,5742463935,820.0
366398306,2946995066,799.0
366398306,411926412,2445.0
366398306,3141309629,3527.0
366398306,1769173902,3527.0
366398306,1929546274,3491.0
366398306,1996655551,826.0
366398306,3342113686,799.0
366398306,4620312299,826.0
366398306,5762825444,2445.0
366398306,1765166516,1269.0
366398306,366414108,799.0
366398306,2937728604,842.0
366398306,5772101044,758.0
366398306,2091954845,3951.0
366398306,1757008359,826.0
366398306,1833407692,799.0
366398306,5767156750,3527.0
366398306,4609087192,826.0
366398306,3342113628,799.0
366398306,1769173809,3527.0
366398306,4944096827,4785.0
366398306,1497312730,1844.0
366398306,411926632,3951.0
366398306,5738097219,3527.0
366398306,4640689702,3951.0
366398306,5893932269,3951.0
366398306,925126918,3527.0
366398306,2469697625,1269.0
366398306,411918528,3527.0
366398306,2079964847,2445.0
366398306,2028465941,3527.0
366398306,366464065,2007.0
366398306,3110867005,799.0
366398306,5740162446,799.0
366398306,5307221672,2445.0
366398306,411925946,2703.0
366398306,3285275354,3527.0
366398306,411926606,3527.0
366398306,729523405,3527.0
366398306,4875814748,3951.0
366398306,5762755207,3527.0
366401737,4068017784,1146.0
366401737,3116773942,1146.0
366401737,2353073491,2187.0
366401737,2212446493,360.0
366401737,366439908,541.0
366401737,3887838914,360.0
366401737,366460317,360.0
366401737,3385404221,377.0
366401737,5733301047,4759.0
366401737,2021899492,696.0
366401737,5762619761,2187.0
366401737,5716917501,2187.0
366401737,5006654050,360.0
366401737,4202267655,360.0
366401737,366450290,3504.0
366401737,5767341919,2187.0
366401737,2084677921,6642.0
366401737,5763293916,2187.0
366401737,3758592340,2187.0
366401737,5783301728,4676.0
366401737,5806378066,4676.0
366401737,366464950,3504.0
366401737,1835411287,377.0
366401737,1497312735,3645.0
366401737,1672907088,3653.0
366401737,5045757162,5250.0
366401737,4068007613,6505.0
366401737,2269043923,2187.0
366401737,366419728,1816.0
366401737,411925696,6642.0
366401737,4594765218,6642.0
366401737,2934006870,360.0
366401737,1628403495,3951.0
366401737,2269043922,2187.0
366401737,4609087192,360.0
366401737,5767156750,4759.0
366401737,366449378,2187.0
366401737,1833407692,715.0
366401737,2091954845,6642.0
366401737,5772101044,758.0
366401737,2231246173,4759.0
366401737,2077773901,2187.0
366401737,2233449865,2140.0
366401737,2159586691,3756.0
366401737,411923488,3455.0
366401737,2081881127,6642.0
366401737,4440176377,2187.0
366401737,1997154748,4121.0
366401737,1757008359,3192.0
366401737,2131959234,6642.0
366401737,1929546274,4610.0
366401737,2214122074,360.0
366401737,411926201,6495.0
366401737,3167001368,6642.0
366401737,5765007168,2187.0
366401737,2034589362,2445.0
366401737,2937728604,3951.0
366401737,5797843854,360.0
366401737,366456369,360.0
366401737,5748108677,3192.0
366401737,5757541611,6642.0
366401737,2408534557,2187.0
366401737,366403574,6505.0
366401737,2302073750,360.0
366401737,4875814765,6642.0
366401737,411925910,3455.0
366401737,5758130729,3455.0
366401737,4535195806,360.0
366401737,1774952214,2187.0
366401737,2156216413,1269.0
366401737,411918853,6505.0
366401737,4944096831,1844.0
366401737,2081355030,6642.0
366401737,366455474,2187.0
366401737,696627474,2187.0
366401737,4613083209,3455.0
366401737,1226517290,6642.0
366401737,701738629,2479.0
366401737,2211350099,6642.0
366401737,1540694692,4246.0
366401737,366432328,3921.0
366401737,4646816752,6642.0
366401737,729523364,6505.0
366401737,3771416308,5588.0
366401737,5762711578,3455.0
366401737,3168120093,6495.0
366401737,5778300411,6505.0
366401737,3166179577,5525.0
366401737,2942889544,5762.0
366401737,3242683103,2187.0
366401737,5003306325,3504.0
366401737,5307203576,3068.0
366401737,1769456883,2703.0
366401737,2262762755,5845.0
366401737,1793489511,3951.0
366401737,4010973001,3068.0
366401737,366478800,2344.0
366401737,411919193,6642.0
366401737,411918558,2792.0
366401737,5763168797,6642.0
366401737,411926498,3068.0
366401737,3830454074,6639.0
366401737,366414108,1146.0
366401737,5762825444,2187.0
366401737,3342113628,1146.0
366401737,411919364,3958.0
366401737,1996654342,6642.0
366401737,2915456724,1222.0
366401737,2934599680,3951.0
366401737,5467207473,2187.0
366401737,3338165653,360.0
366401737,4650010744,6642.0
366401737,5738265715,377.0
366401737,2209479552,360.0
366401737,3178952974,6642.0
366401737,366406615,1146.0
366401737,4275271701,360.0
366401737,3168357169,360.0
366401737,366457722,360.0
366401737,5742825828,829.0
366401737,2081880939,1816.0
366401737,2296695354,4676.0
366401737,2922948272,5433.0
366401737,366404948,360.0
366401737,411917829,5525.0
366401737,411918857,2792.0
366401737,411926069,2445.0
366401737,5772101028,3504.0
366401737,5778421275,6495.0
366401737,411925950,5232.0
366401737,1765166516,3455.0
366401737,4944096836,3349.0
366401737,3806810443,6642.0
366401737,676548643,6505.0
366401737,2325332286,2077.0
366401737,676035155,3465.0
366401737,1958801416,1146.0
366401737,737199274,2187.0
366401737,2621185492,6642.0
366401737,5758130724,3455.0
366401737,366398306,3951.0
366401737,5773400692,5232.0
366401737,411917952,2479.0
366401737,4603175867,3068.0
366401737,2036083088,3068.0
366401737,4597283194,6495.0
366401737,4944096827,4497.0
366401737,5043145855,4619.0
366401737,5802888801,3588.0
366401737,6205235785,3081.0
366401737,4945643893,3758.0
366401737,5467207443,6495.0
366401737,5778688792,360.0
366401737,3152632052,6642.0
366401737,2211007482,1269.0
366401737,411918528,6642.0
366401737,925126918,3068.0
366401737,5738097219,3030.0
366401737,411926632,4121.0
366401737,5762755207,2187.0
366401737,3110867005,3465.0
366401737,1497312730,3645.0
366401737,4640689702,6642.0
366401737,5893932269,5762.0
366401737,2469697625,3455.0
366401737,2079964847,6642.0
366401737,411926606,5525.0
366401737,5307221672,2445.0
366401737,1769173809,2445.0
366401737,4620312299,360.0
366401737,2030639570,1916.0
366401737,5742463935,2802.0
366401737,2946995066,1146.0
366401737,411926412,6642.0
366401737,4945688766,2695.0
366401737,1996655551,360.0
366401737,3342113686,1146.0
366401737,729523405,6505.0
366401737,2028465941,3068.0
366401737,3141309629,5232.0
366401737,366464065,2007.0
366401737,3700940984,1844.0
366401737,1769173927,2445.0
366401737,6022345185,360.0
366401737,2034589357,3068.0
366401737,1497312775,6206.0
366401737,366373003,829.0
366401737,2072605232,2187.0
366401737,1997154284,3759.0
366401737,2022539301,6505.0
366401737,4068031141,3465.0
366401737,5778360128,2479.0
366401737,1802527565,360.0
366401737,366437635,2187.0
366401737,411926624,6495.0
366401737,5764789632,3455.0
366401737,1769173902,2445.0
366401737,4597281310,5232.0
366401737,3285275354,6642.0
366401737,411925946,6642.0
366401737,5057828620,6642.0
366401737,4875814748,6642.0
366401737,5740162446,377.0
366403574,5806378066,5232.0
366403574,366464950,4914.0
366403574,1835411287,2036.0
366403574,4068017784,1146.0
366403574,2212446493,2556.0
366403574,2353073491,820.0
366403574,5783301728,5232.0
366403574,366439908,6647.0
366403574,366460317,3158.0
366403574,3116773942,1146.0
366403574,3758592340,3504.0
366403574,366450290,5156.0
366403574,2084677921,3126.0
366403574,5767341919,820.0
366403574,4202267655,3158.0
366403574,5006654050,3158.0
366403574,5716917501,820.0
366403574,5762619761,820.0
366403574,3385404221,2036.0
366403574,1497312735,3645.0
366403574,5733301047,2427.0
366403574,2021899492,2117.0
366403574,5763293916,2450.0
366403574,366449378,4787.0
366403574,2269043923,820.0
366403574,1997154748,3017.0
366403574,2937728604,3577.0
366403574,5772101044,5232.0
366403574,2091954845,2136.0
366403574,1757008359,3192.0
366403574,1833407692,2036.0
366403574,5767156750,2307.0
366403574,4609087192,3017.0
366403574,2269043922,820.0
366403574,1628403495,3527.0
366403574,2934006870,3158.0
366403574,4594765218,2703.0
366403574,411925696,2258.0
366403574,366419728,2813.0
366403574,2077773901,4787.0
366403574,4068007613,5962.0
366403574,3887838914,3158.0
366403574,1672907088,1301.0
366403574,2231246173,4759.0
366403574,2233449865,5232.0
366403574,2159586691,3756.0
366403574,411923488,2479.0
366403574,2081881127,6647.0
366403574,4440176377,820.0
366403574,5045757162,5250.0
366403574,2131959234,2703.0
366403574,366455474,4787.0
366403574,2214122074,1703.0
366403574,3167001368,2853.0
366403574,5765007168,2436.0
366403574,2034589362,5232.0
366403574,5797843854,3158.0
366403574,366456369,4403.0
366403574,5748108677,820.0
366403574,5757541611,2603.0
366403574,2408534557,2781.0
366403574,2302073750,3504.0
366403574,696627474,2486.0
366403574,411926201,5232.0
366403574,4875814765,6647.0
366403574,5758130729,2488.0
366403574,4535195806,3158.0
366403574,1774952214,2914.0
366403574,2156216413,1269.0
366403574,411918853,2237.0
366403574,4944096831,3030.0
366403574,2081355030,2013.0
366403574,366414108,1146.0
366403574,6205235785,4975.0
366403574,5802888801,3581.0
366403574,411925910,2895.0
366403574,4613083209,2703.0
366403574,1226517290,2202.0
366403574,701738629,2703.0
366403574,2211350099,5232.0
366403574,1540694692,4246.0
366403574,366432328,3921.0
366403574,4646816752,2543.0
366403574,729523364,2425.0
366403574,3771416308,5588.0
366403574,5762711578,6395.0
366403574,3168120093,6495.0
366403574,5778300411,2186.0
366403574,3166179577,5232.0
366403574,2942889544,820.0
366403574,3242683103,820.0
366403574,5003306325,4914.0
366403574,5307203576,2792.0
366403574,1769456883,2703.0
366403574,2262762755,5845.0
366403574,1793489511,3577.0
366403574,4010973001,5232.0
366403574,366478800,2344.0
366403574,411919193,5232.0
366403574,411918558,2792.0
366403574,5763168797,2331.0
366403574,411926498,5232.0
366403574,3830454074,6639.0
366403574,1765166516,2484.0
366403574,3342113628,1146.0
366403574,5762825444,1301.0
366403574,2915456724,1222.0
366403574,2934599680,3527.0
366403574,5467207473,4787.0
366403574,3338165653,3158.0
366403574,4650010744,2703.0
366403574,5738265715,2036.0
366403574,2209479552,1703.0
366403574,3178952974,5232.0
366403574,366406615,1146.0
366403574,4275271701,3158.0
366403574,3168357169,3158.0
366403574,366457722,3158.0
366403574,5742825828,829.0
366403574,2081880939,2813.0
366403574,2296695354,5232.0
366403574,2922948272,820.0
366403574,366404948,3504.0
366403574,411917829,3958.0
366403574,411918857,2703.0
366403574,5772101028,3504.0
366403574,5778688792,3158.0
366403574,1996654342,5232.0
366403574,4945688766,2695.0
366403574,411926069,2445.0
366403574,5778421275,2703.0
366403574,4945643893,4755.0
366403574,4944096836,3242.0
366403574,4944096827,3239.0
366403574,5043145855,3484.0
366403574,1929546274,4707.0
366403574,3806810443,6647.0
366403574,676548643,2173.0
366403574,2325332286,2077.0
366403574,676035155,3465.0
366403574,1958801416,3465.0
366403574,737199274,820.0
366403574,2621185492,2173.0
366403574,5758130724,2526.0
366403574,366398306,3527.0
366403574,5773400692,6809.0
366403574,411917952,2703.0
366403574,4603175867,2703.0
366403574,2036083088,5232.0
366403574,4597283194,2703.0
366403574,411925950,2186.0
366403574,5467207443,5232.0
366403574,3152632052,6647.0
366403574,2211007482,1269.0
366403574,411919364,3958.0
366403574,1769173927,5232.0
366403574,925126918,5232.0
366403574,5738097219,3030.0
366403574,411926632,4121.0
366403574,5762755207,820.0
366403574,3110867005,3465.0
366403574,1497312730,3645.0
366403574,4640689702,2703.0
366403574,5893932269,820.0
366403574,2469697625,2283.0
366403574,411926606,2178.0
366403574,729523405,2614.0
366403574,5307221672,2445.0
366403574,1769173809,5232.0
366403574,4620312299,4403.0
366403574,2030639570,2799.0
366403574,5742463935,820.0
366403574,3700940984,3030.0
366403574,411926412,2703.0
366403574,3141309629,2545.0
366403574,1996655551,3017.0
366403574,3342113686,1146.0
366403574,411918528,2332.0
366403574,2079964847,2117.0
366403574,2946995066,1146.0
366403574,366373003,829.0
366403574,2034589357,5232.0
366403574,1497312775,2518.0
366403574,2028465941,2112.0
366403574,6022345185,3158.0
366403574,2072605232,4787.0
366403574,1997154284,3759.0
366403574,366437635,2663.0
366403574,2022539301,2555.0
366403574,4068031141,3465.0
366403574,5778360128,2479.0
366403574,366401737,6505.0
366403574,5057828620,2066.0
366403574,411926624,5232.0
366403574,5764789632,2479.0
366403574,1769173902,5232.0
366403574,4597281310,2746.0
366403574,3285275354,2036.0
366403574,366464065,820.0
366403574,5740162446,1962.0
366403574,1802527565,878.0
366403574,4875814748,6505.0
366403574,411925946,2992.0
366404948,6022345185,2326.0
366404948,2034589357,3504.0
366404948,2072605232,3504.0
366404948,366373003,829.0
366404948,1997154284,3504.0
366404948,366401737,360.0
366404948,2022539301,3504.0
366404948,1497312775,3504.0
366404948,366437635,3504.0
366404948,5742825828,829.0
366404948,3700940984,1844.0
366404948,2211007482,1269.0
366404948,4945688766,2695.0
366404948,5778688792,3504.0
366404948,5772101028,3504.0
366404948,2156216413,1269.0
366404948,4068031141,3465.0
366404948,411918857,2792.0
366404948,411917829,3504.0
366404948,2922948272,5433.0
366404948,2296695354,3504.0
366404948,2081880939,1816.0
366404948,1769173927,2445.0
366404948,5778360128,2479.0
366404948,5740162446,377.0
366404948,5057828620,3504.0
366404948,5043145855,4731.0
366404948,1497312730,1947.0
366404948,3110867005,3465.0
366404948,5762755207,3504.0
366404948,411926632,3504.0
366404948,5738097219,3030.0
366404948,5758130729,3504.0
366404948,6205235785,4359.0
366404948,925126918,2445.0
366404948,4535195806,2970.0
366404948,1802527565,878.0
366404948,1774952214,1816.0
366404948,2079964847,3504.0
366404948,2028465941,3068.0
366404948,366464065,4265.0
366404948,4875814748,3255.0
366404948,411925946,3504.0
366404948,3285275354,3504.0
366404948,4597281310,3504.0
366404948,1769173902,2445.0
366404948,5764789632,3504.0
366404948,411926624,3504.0
366404948,411918528,3504.0
366404948,366457722,4914.0
366404948,1833407692,715.0
366404948,4275271701,3504.0
366404948,3141309629,3504.0
366404948,1996655551,3471.0
366404948,3342113686,1146.0
366404948,5762825444,1816.0
366404948,3342113628,1146.0
366404948,1765166516,3504.0
366404948,366414108,1146.0
366404948,2937728604,1269.0
366404948,3806810443,3504.0
366404948,5772101044,758.0
366404948,2091954845,6958.0
366404948,676548643,3504.0
366404948,2325332286,2077.0
366404948,1757008359,1703.0
366404948,4944096836,3585.0
366404948,5773400692,3504.0
366404948,411925910,3504.0
366404948,676035155,3465.0
366404948,5767156750,3504.0
366404948,1958801416,1146.0
366404948,4945643893,3918.0
366404948,737199274,3504.0
366404948,2621185492,6958.0
366404948,411926412,3504.0
366404948,3168357169,4914.0
366404948,2946995066,1146.0
366404948,366455474,3504.0
366404948,411918853,3504.0
366404948,366406615,1146.0
366404948,3178952974,3504.0
366404948,2209479552,1864.0
366404948,5738265715,377.0
366404948,4650010744,3504.0
366404948,3338165653,3504.0
366404948,5467207473,1816.0
366404948,2934599680,826.0
366404948,2915456724,826.0
366404948,1996654342,3504.0
366404948,411919364,3504.0
366404948,411926069,2445.0
366404948,3152632052,3504.0
366404948,5778421275,3504.0
366404948,5467207443,3504.0
366404948,411925950,3504.0
366404948,4944096831,1844.0
366404948,4597283194,3504.0
366404948,2036083088,3068.0
366404948,2081355030,3126.0
366404948,4603175867,3068.0
366404948,411917952,2479.0
366404948,5742463935,2802.0
366404948,4640689702,3504.0
366404948,3771416308,3504.0
366404948,4875814765,3504.0
366404948,3116773942,1146.0
366404948,4068017784,1146.0
366404948,1835411287,377.0
366404948,366464950,2359.0
366404948,5806378066,417.0
366404948,5783301728,1072.0
366404948,3758592340,2187.0
366404948,5763293916,3504.0
366404948,2084677921,6958.0
366404948,5767341919,3504.0
366404948,366450290,5156.0
366404948,4202267655,3504.0
366404948,5006654050,3272.0
366404948,5716917501,3019.0
366404948,5762619761,2256.0
366404948,2021899492,696.0
366404948,5733301047,3504.0
366404948,3385404221,377.0
366404948,2077773901,3504.0
366404948,5893932269,5762.0
366404948,3830454074,6958.0
366404948,2353073491,2256.0
366404948,2212446493,2556.0
366404948,2269043922,3504.0
366404948,1628403495,1269.0
366404948,366439908,4191.0
366404948,366460317,5816.0
366404948,1497312735,1947.0
366404948,366449378,3504.0
366404948,5045757162,3504.0
366404948,1997154748,3504.0
366404948,4440176377,3504.0
366404948,4944096827,3141.0
366404948,2081881127,3504.0
366404948,411923488,3504.0
366404948,2214122074,1864.0
366404948,2159586691,1269.0
366404948,2231246173,3504.0
366404948,1672907088,3504.0
366404948,3887838914,3504.0
366404948,4068007613,3504.0
366404948,1929546274,4815.0
366404948,2269043923,3504.0
366404948,366419728,1816.0
366404948,411925696,3504.0
366404948,4594765218,3504.0
366404948,2934006870,3504.0
366404948,2233449865,3504.0
366404948,2211350099,3504.0
366404948,2131959234,3504.0
366404948,366432328,3504.0
366404948,366403574,3504.0
366404948,411926201,3504.0
366404948,3167001368,3504.0
366404948,1540694692,417.0
366404948,2034589362,2445.0
366404948,5797843854,3504.0
366404948,366456369,3504.0
366404948,5748108677,3192.0
366404948,5757541611,6958.0
366404948,4613083209,3504.0
366404948,2408534557,696.0
366404948,4620312299,3504.0
366404948,1769173809,2445.0
366404948,5307221672,2445.0
366404948,2302073750,3504.0
366404948,729523405,3504.0
366404948,696627474,3504.0
366404948,411926606,3504.0
366404948,5802888801,4295.0
366404948,2469697625,3504.0
366404948,2030639570,1916.0
366404948,1226517290,3504.0
366404948,5765007168,2187.0
366404948,411926498,3068.0
366404948,4646816752,3504.0
366404948,729523364,3504.0
366404948,5758130724,3504.0
366404948,5762711578,3504.0
366404948,3168120093,3504.0
366404948,5778300411,3504.0
366404948,3166179577,3504.0
366404948,2942889544,5762.0
366404948,3242683103,3504.0
366404948,701738629,2479.0
366404948,5003306325,5156.0
366404948,4609087192,3471.0
366404948,5763168797,3504.0
366404948,411918558,2792.0
366404948,411919193,3504.0
366404948,366478800,2344.0
366404948,4010973001,3068.0
366404948,1793489511,826.0
366404948,2262762755,5156.0
366404948,366398306,826.0
366404948,1769456883,2703.0
366404948,5307203576,3068.0
366406615,1929546274,4979.0
366406615,1774952214,1146.0
366406615,6205235785,4339.0
366406615,4945643893,4892.0
366406615,5802888801,4108.0
366406615,366455474,1146.0
366406615,2081355030,1146.0
366406615,4944096831,715.0
366406615,5043145855,3865.0
366406615,411918853,1146.0
366406615,4944096827,3725.0
366406615,2156216413,715.0
366406615,2915456724,799.0
366406615,3806810443,1146.0
366406615,1497312735,3645.0
366406615,366460317,1146.0
366406615,366439908,1146.0
366406615,2212446493,1146.0
366406615,2353073491,1146.0
366406615,3116773942,2778.0
366406615,4068017784,1146.0
366406615,1835411287,2036.0
366406615,366464950,1146.0
